post likes,post date,post caption,comments,time per comment,user per comment,likes per comment,num of comments,source,num of followers
144,"Nov 27, 2023","The generative AI revolution has been spurred by Large Language Models (LLMs), which use powerful neural architectures to process human language.

ChatGPT and Bard, like other popular chatbots, are built on proprietary LLMs, meaning that a company owns them, and customers can only use them after purchasing a license.

In contrast, the open-source LLM movement is surging, offering a transparent and accessible alternative to proprietary models. These open-source options are reshaping the landscape of generative AI.

Explore the top open-source LLMs currently available, including:

💥 Benefits of using open-source LLMs
💥 8 top open-source large language models for 2024
💥 Choosing the right open-source LLM for your needs

Discover more 👉🔗 in bio.","['niceeee', '🔥🔥🔥👏👏👏']","['6w', '6w']","['vitoandreanto', 'coding2c']","['0', '0']",2,datacamp,199000.0
38,"Nov 15, 2023","Effectively using a technology requires a deep understanding of its industry-specific use cases. Context is everything, and AI and robotics go together like a lock and key.

Francesco Gadaleta, Founder & Chief Engineer at Amethix Technologies, explores common uses of AI in the robotics field, best practices for making use of AI in robotics, and what skills you need to make use of AI for robotics.

Key takeaways:

💥 How AI is leveraged in the field of robotics.
💥 The challenges of using AI in robotics—and how to overcome them.
💥 Careers for AI in robotics and the skills you need to get a job.

⏰ Weds Nov 22, 🔗 in bio to register.",['👏👏👏 LOVE this!'],['8w'],['credslife_'],['0'],1,datacamp,199000.0
50,"Nov 17, 2023","Discover how chatbots can perfect your designs and deliver exceptional user experiences. 👇

Explore leveraging AI chatbots to enhance your design process. Learn how to optimize designs, streamline business processes, and improve user engagement.

Including:

💥 The role of chatbots in business processes
💥 AI chatbot examples
💥 11 tips for using chatbots to test designs

Start now 👉 🔗 in bio.",[],[],[],[],0,datacamp,199000.0
20,"Nov 21, 2023","Large language models (LLMs) can be transformational when embedded into workflows.

However, hallucinations are one of the biggest risks when working with LLMs.

Josh Reini, Developer Relations Engineer at #TruEra, discusses solving issues that cause hallucinations, why you should consider LLM-based evals when building your app, and more.

Key takeaways:

💥 Uncover common failure modes for LLM apps.
💥 Learn the different evaluations for reducing hallucination, improving retrieval quality, and more.
💥 Discover how to evaluate LLM apps with TruLens.

⏰ Tues Nov 28, 🔗 in bio to register.",[],[],[],[],0,datacamp,199000.0
65,"Nov 14, 2023","The data ecosystem is flooded with different tools; as data practitioners, it is almost impossible to keep up with every new tool or language.

Many focus on the fundamentals—SQL and Python—which are foundational to most data roles. In this code-along, Vino Duraisamy, Developer Advocate at @Snowflake, explores how to use Snowpark Python and SQL to perform data analysis in the Snowflake Data Cloud.

Key takeaways:

💥 Connect to a Snowflake database from DataCamp Workspace
💥 Perform exploratory data analysis on Snowflake data using Python and SQL

⏰ Tues Nov 21, 🔗 in bio to register.",['👏👏👏'],['8w'],['credslife_'],['0'],1,datacamp,199000.0
58,"Dec 14, 2023","Did you know you can use Workspace to take course notes? ✍️

Retaining new concepts is essential for long-term learning, especially when progressively mastering a new skill or technology. Now, you can better retain what you learn in courses by writing notes you can easily refer to later.

Try it on Workspace for free 👉 🔗 in bio.",[],[],[],[],0,datacamp,199000.0
40,"Dec 2, 2023","#CyberMonday Extension: Get 50% off DataCamp Premium.

Due to popular demand, we've extended our promo period to enable more learners to unlock unlimited data and AI learning throughout 2024.

💥 Master the world's most in-demand skills at your own pace
💥 Select from 20+ skill and career tracks
💥 Build your data CV with Forbes' #1 data certification program
💥 Start coding and using AI from day one with learning paths in #Python, #SQL, #R, #ChatGPT, #PowerBI, and more

Offer ends soon. Claim now 👉🔗 in bio.",[],[],[],[],0,datacamp,199000.0
83,"Nov 30, 2023","Working in data is highly desirable: It's intellectually rewarding, well-paid, and you can do it anywhere. 🌎 💰

But, it's competitive.

Lindsay Murphy, Head of Data @SecodaHQ, explains the skills you need to land your dream data role.

Key takeaways:

💥 The data and soft skills you need for that first data role.
💥 Understand the hiring process, from responding to the job advert to getting your offer letter.
💥 Creating a portfolio and other practices to show off your skillset.

⏰ Weds Dec 6, 🔗 in bio to register.",[],[],[],[],0,datacamp,199000.0
23,"Nov 20, 2023","How can good data access transform your organization?

Lilac Schoenbeck, VP of Strategic Initiatives at #RocketSoftware, unpacks data democratization and the importance of having widespread data capabilities across an organization, processes to encourage good data usage, and more.

Key takeaways:

💥 Democratize access to data: Improve access by providing the right tools and ensuring a shared understanding.

💥 Foster collaboration: Encourage collaboration between data scientists and business teams.

💥 Create a data topology map: Build a comprehensive view of how data flows through the organization to make informed decisions.

🎧 Listen now, 🔗 in bio.",[],[],[],[],0,datacamp,199000.0
57,"Dec 15, 2023","How will Generative AI reshape our working worlds in 2024?

As we turn the page to 2024, we anticipate generative AI becoming even more pervasive, almost invisible, seamlessly integrating into our digital experiences at work and in life.

In many ways, 2024 will mark the ""end of the beginning"" of the AI paradigm shift—creating a defining moment for organizations and individuals as they navigate this new landscape.

Discover our data and AI predictions for 2024, which explore these topics and much more.

Download now for free 👉🔗 in bio.",[],[],[],[],0,datacamp,199000.0
113,"Nov 25, 2023","Artificial intelligence is quickly becoming widely adopted across many applications. But how does it help out in data analytics?

Uncover five unique ways to use AI in data analytics. Each method involves different tools commonly used in the field, so you can apply them quickly and easily.

Including:

💥 What is AI in data analytics?
💥 The importance of AI in data analytics
💥 5 unique ways to use AI in data analytics
💥 Future trends in AI and data analytics

Discover more 👉🔗 in bio.",[],[],[],[],0,datacamp,199000.0
36,"Dec 3, 2023","Hong Qu, Adjunct Lecturer at @harvardkennedyschool, has used DataCamp Classrooms to teach Advanced Data and Information Visualization for the past three years. 👇

#DCClassroom's purpose is simple: to enable free access to DataCamp's entire learning library for teachers and students at any degree-giving institution.

Alongside driving independent learning with the world's most in-demand data and AI skills, it streamlines teaching through the group dashboard so you can seamlessly create assignments, track progress, and create tailored learning paths depending on individual student skill levels.

👉 Swipe to see what teachers can unlock today. 👉

Enhance your data and AI teaching for free. Apply now: https://ow.ly/mN9f50PIsbz",[],[],[],[],0,datacamp,199000.0
22,"Dec 6, 2023","Although a 'must-have' technology of the year, Large Language Models (LLMs) like Llama 2 can only accurately answer questions about your business with specific domain knowledge.

The solution is to combine the LLM with a vector database like Chroma—a technique known as retrieval augmented generation (RAG). Dan Becker, Chief Generative AI Architect at @straive__, explores getting started with Chroma, alongside performing Q&A on documents using Llama 2, the RAG technique, and LlamaIndex.

Key takeaways:

💥 How to store text in the Chroma vector database.
💥 Using retrieval augmented generation to combine LLama 2 and Chroma.
💥 How to develop AI applications using LlamaIndex

⏰ Tues, Dec 12, 🔗 in bio.",[],[],[],[],0,datacamp,199000.0
286,"Dec 14, 2023","💼 New Career Track: Step into the cutting-edge field of machine learning engineering with this comprehensive track designed for aspiring professionals.

Across interactive courses and real-world projects, master the fundamentals of MLOps, working hands-on with critical technologies like #Python, #Docker, and #MLflow. You will learn about concepts such as CI/CD, deployment strategies, and concept drift.

Upon completing this track, you'll emerge as a well-rounded machine learning engineer with all the skills required for a junior machine learning engineer role. 🚀

👉 Swipe through for the track breakdown. 👉

Invest in yourself. Start today for free, 🔗 in bio.","['How much does this entire course cost?', 'Is it available for the existing users as well?']","['4w', '4w']","['datalytics.tech', 'shrey_wolfie94']","['0', '1 like']",2,datacamp,199000.0
